"","soc_code","soc_lmi_title","employment","projected_2030","change_employment","percent_change","annual_openings_growth","exits","transfers","total_openings","median_wage","median_wage_symbol","jobsohioregion"
"1498","17-0000","Architecture and Engineering Occupations","4067",4282,215,0.0529,22,106,212,340,"36.299999999999997",NA,"Southeast"
"1499","17-1022","Surveyors","120",121,1,0.0083,0,4,6,10,"28.02",NA,"Southeast"
"1500","17-2051","Civil Engineers","207",221,14,0.0676,1,4,11,16,"37.619999999999997",NA,"Southeast"
"1501","17-2071","Electrical Engineers","245",245,0,0,0,6,10,16,"44.82",NA,"Southeast"
"1502","17-2111","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors","103",113,10,0.0971,1,2,4,7,"48.98",NA,"Southeast"
"1503","17-2112","Industrial Engineers","575",651,76,0.1322,8,13,24,45,"37.89",NA,"Southeast"
"1504","17-2141","Mechanical Engineers","348",360,12,0.0345,1,6,15,22,"35.85",NA,"Southeast"
"1505","17-2199","Engineers, All Other","128",130,2,0.0156,0,3,5,8,"36.17",NA,"Southeast"
"1506","17-3023","Electrical and Electronics Engineering Technicians","467",476,9,0.0193,1,14,29,44,"28.52",NA,"Southeast"
"1507","17-3026","Industrial Engineering Technicians","216",225,9,0.0417,1,7,14,22,"27.41",NA,"Southeast"
"1508","17-3098","Calibration and Engineering Technologists and Technicians, Except Drafters, All Other","165",167,2,0.0121,0,5,10,15,"29.18","^^^","Southeast"
"1509","19-0000","Life, Physical, and Social Science Occupations","2079",2255,176,0.0847,18,50,142,210,"30.65",NA,"Southeast"
"1510","19-2041","Environmental Scientists and Specialists, Including Health","223",242,19,0.0852,2,4,18,24,"38.9",NA,"Southeast"
"1511","19-3031","Clinical, Counseling, and School Psychologists","180",193,13,0.0722,1,5,7,13,"38.96","^^^","Southeast"
"1512","19-5011","Occupational Health and Safety Specialists","481",565,84,0.1746,8,14,22,44,"35.82",NA,"Southeast"
"1513","19-5012","Occupational Health and Safety Technicians","110",127,17,0.1545,2,3,5,10,"23.08",NA,"Southeast"
"1514","21-0000","Community and Social Service Occupations","6446",7331,885,0.1373,88,226,442,756,"22.03",NA,"Southeast"
"1515","21-1012","Educational, Guidance, School, and Vocational Counselors","922",982,60,0.0651,6,31,56,93,"29.3",NA,"Southeast"
"1516","21-1015","Rehabilitation Counselors","230",248,18,0.0783,2,8,14,24,"17.7",NA,"Southeast"
"1517","21-1018","Substance Abuse, Behavioral Disorder, and Mental Health Counselors","959",1193,234,0.244,23,35,64,122,"22.42",NA,"Southeast"
"1518","21-1021","Child, Family, and School Social Workers","523",585,62,0.1185,6,16,35,57,"21.78",NA,"Southeast"
"1519","21-1022","Healthcare Social Workers","426",476,50,0.1174,5,13,28,46,"23.91",NA,"Southeast"
"1520","21-1023","Mental Health and Substance Abuse Social Workers","682",821,139,0.2038,14,21,48,83,"18.68",NA,"Southeast"
"1521","21-1029","Social Workers, All Other","354",381,27,0.0763,3,10,23,36,"28.54",NA,"Southeast"
"1522","21-1092","Probation Officers and Correctional Treatment Specialists","297",305,8,0.0269,1,6,18,25,"22.96",NA,"Southeast"
"1523","21-1093","Social and Human Service Assistants","1203",1428,225,0.187,22,52,99,173,"14.94",NA,"Southeast"
"1524","21-1099","Community and Social Service Specialists, All Other","181",198,17,0.0939,2,6,13,21,"18.32",NA,"Southeast"
"1525","21-2011","Clergy","335",344,9,0.0269,1,14,20,35,"23.73",NA,"Southeast"
"1526","23-0000","Legal Occupations","1149",1165,16,0.0139,2,33,48,83,"29.38",NA,"Southeast"
"1527","23-1011","Lawyers","393",402,9,0.0229,1,9,10,20,"37.68",NA,"Southeast"
"1528","23-1023","Judges, Magistrate Judges, and Magistrates","257",258,1,0.0039,0,6,6,12,"47.62",NA,"Southeast"
"1529","23-2011","Paralegals and Legal Assistants","330",345,15,0.0455,2,13,23,38,"18.059999999999999",NA,"Southeast"
"1530","25-0000","Education, Training, and Library Occupations","22868",24074,1206,0.0527,121,877,1030,2028,"29.04",NA,"Southeast"
"1531","25-1011","Business Teachers, Postsecondary","224",230,6,0.0268,1,10,11,22,"98831","**","Southeast"
"1532","25-1022","Mathematical Science Teachers, Postsecondary","112",116,4,0.0357,0,5,5,10,"77456","**","Southeast"
"1533","25-1032","Engineering Teachers, Postsecondary","146",158,12,0.0822,1,7,7,15,"99600","**","Southeast"
"1534","25-1042","Biological Science Teachers, Postsecondary","126",137,11,0.0873,1,6,6,13,"77833","**","Southeast"
"1535","25-1066","Psychology Teachers, Postsecondary","122",129,7,0.0574,1,6,6,13,"77629","**","Southeast"
"1536","25-1071","Health Specialties Teachers, Postsecondary","471",553,82,0.1741,8,23,24,55,"82106","**","Southeast"
"1537","25-1072","Nursing Instructors and Teachers, Postsecondary","199",234,35,0.1759,4,10,10,24,"71830","**","Southeast"
"1538","25-1081","Education Teachers, Postsecondary","121",126,5,0.0413,0,6,6,12,"61550","**","Southeast"
"1539","25-1121","Art, Drama, and Music Teachers, Postsecondary","235",246,11,0.0468,1,11,11,23,"61550","**","Southeast"
"1540","25-1122","Communications Teachers, Postsecondary","118",123,5,0.0424,0,5,6,11,"81248","**","Southeast"
"1541","25-1123","English Language and Literature Teachers, Postsecondary","201",208,7,0.0348,1,9,10,20,"63742","**","Southeast"
"1542","25-1193","Recreation and Fitness Studies Teachers, Postsecondary","112",116,4,0.0357,0,5,5,10,"63742","**","Southeast"
"1543","25-1194","Vocational Education Teachers, Postsecondary","265",261,-4,-0.0151,0,12,12,24,"29.13",NA,"Southeast"
"1544","25-1199","Postsecondary Teachers, All Other","234",239,5,0.0214,0,11,11,22,"58917","**","Southeast"
"1545","25-2011","Preschool Teachers, Except Special Education","597",688,91,0.1524,9,26,38,73,"13.75",NA,"Southeast"
"1546","25-2012","Kindergarten Teachers, Except Special Education","161",168,7,0.0435,1,7,10,18,"61006","**","Southeast"
"1547","25-2021","Elementary School Teachers, Except Special Education","5130",5301,171,0.0333,17,160,209,386,"61318","**","Southeast"
"1548","25-2022","Middle School Teachers, Except Special and Career/Technical Education","1892",1954,62,0.0328,6,59,77,142,"62224","**","Southeast"
"1549","25-2031","Secondary School Teachers, Except Special and Career/Technical Education","3528",3659,131,0.0371,13,95,146,254,"61922","**","Southeast"
"1550","25-2032","Career/Technical Education Teachers, Secondary School","860",885,25,0.0291,2,23,35,60,"72486","**","Southeast"
"1551","25-2052","Special Education Teachers, Kindergarten and Elementary School","430",451,21,0.0488,2,14,18,34,"61044","**","Southeast"
"1552","25-2057","Special Education Teachers, Middle School","326",337,11,0.0337,1,11,13,25,"59617","**","Southeast"
"1553","25-2058","Special Education Teachers, Secondary School","616",653,37,0.0601,4,21,25,50,"60902","**","Southeast"
"1554","25-3021","Self-Enrichment Education Teachers","251",316,65,0.259,6,17,15,38,"14.44",NA,"Southeast"
"1555","25-3031","Substitute Teachers, Short-Term","676",730,54,0.0799,5,42,38,85,"14.16",NA,"Southeast"
"1556","25-3097","Teachers and Instructors, All Other, Except Substitute Teachers","332",370,38,0.1145,4,21,19,44,"17.940000000000001","^^^","Southeast"
"1557","25-4022","Librarians and Media Collections Specialists","358",370,12,0.0335,1,18,16,35,"22.95",NA,"Southeast"
"1558","25-4031","Library Technicians","183",172,-11,-0.0601,-1,15,11,25,"13.79",NA,"Southeast"
"1559","25-9031","Instructional Coordinators","484",535,51,0.1054,5,25,22,52,"29.28",NA,"Southeast"
"1560","25-9045","Teaching Assistants, Except Postsecondary","3013",3214,201,0.0667,20,139,146,305,"27396","**","Southeast"
"1561","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","3127",3215,88,0.0281,9,124,211,344,"17.260000000000002",NA,"Southeast"
"1562","27-1023","Floral Designers","130",101,-29,-0.2231,-3,4,7,8,"12.17",NA,"Southeast"
"1563","27-1024","Graphic Designers","200",199,-1,-0.005,0,6,12,18,"18.61",NA,"Southeast"
"1564","27-1025","Interior Designers","132",124,-8,-0.0606,-1,4,8,11,"22.71",NA,"Southeast"
"1565","27-1026","Merchandise Displayers and Window Trimmers","266",267,1,0.0038,0,8,16,24,"14.19",NA,"Southeast"
"1566","27-2022","Coaches and Scouts","835",882,47,0.0563,5,49,69,123,"29929","**","Southeast"
"1567","27-3011","Radio and Television Announcers","124",110,-14,-0.1129,-1,4,6,9,"11.12",NA,"Southeast"
"1568","27-3023","News Analysts, Reporters, and Journalists","179",163,-16,-0.0894,-2,5,13,16,"14.73",NA,"Southeast"
"1569","27-3031","Public Relations Specialists","275",305,30,0.1091,3,7,19,29,"21.15",NA,"Southeast"
"1570","27-4021","Photographers","181",230,49,0.2707,5,7,12,24,"14.71",NA,"Southeast"
"1571","29-0000","Healthcare Practitioners and Technical Occupations","25156",26880,1724,0.0685,172,672,807,1651,"28.7",NA,"Southeast"
"1572","29-1011","Chiropractors","116",122,6,0.0517,1,2,1,4,"37.61",NA,"Southeast"
"1573","29-1021","Dentists, General","200",200,0,0,0,4,2,6,"78.88",NA,"Southeast"
"1574","29-1041","Optometrists","280",292,12,0.0429,1,5,4,10,"47.53",NA,"Southeast"
"1575","29-1051","Pharmacists","818",779,-39,-0.0477,-4,15,15,26,"60.87",NA,"Southeast"
"1576","29-1071","Physician Assistants","124",159,35,0.2823,4,2,6,12,"57.05",NA,"Southeast"
"1577","29-1122","Occupational Therapists","385",430,45,0.1169,4,9,13,26,"37.32",NA,"Southeast"
"1578","29-1123","Physical Therapists","475",524,49,0.1032,5,10,10,25,"42.41",NA,"Southeast"
"1579","29-1125","Recreational Therapists","101",98,-3,-0.0297,0,3,4,7,"22.29",NA,"Southeast"
"1580","29-1126","Respiratory Therapists","375",453,78,0.208,8,9,10,27,"28.52",NA,"Southeast"
"1581","29-1127","Speech-Language Pathologists","316",390,74,0.2342,7,8,13,28,"35.15",NA,"Southeast"
"1582","29-1131","Veterinarians","229",246,17,0.0742,2,4,4,10,"45.96",NA,"Southeast"
"1583","29-1141","Registered Nurses","7944",8442,498,0.0627,50,219,206,475,"29.47",NA,"Southeast"
"1584","29-1151","Nurse Anesthetists","241",262,21,0.0871,2,5,8,15,"#",NA,"Southeast"
"1585","29-1171","Nurse Practitioners","736",1150,414,0.5625,41,20,30,91,"48.52",NA,"Southeast"
"1586","29-1215","Family Medicine Physicians","197",200,3,0.0152,0,3,2,5,"#",NA,"Southeast"
"1587","29-1228","Physicians, All Other; and Ophthalmologists, Except Pediatric","1166",1182,16,0.0137,2,19,13,34,"37.450000000000003","^^^","Southeast"
"1588","29-1248","Surgeons, Except Ophthalmologists","101",99,-2,-0.0198,0,2,1,3,"# ^^^",NA,"Southeast"
"1589","29-1292","Dental Hygienists","432",439,7,0.0162,1,16,11,28,"29.58",NA,"Southeast"
"1590","29-2010","Clinical Laboratory Technologists and Technicians","560",584,24,0.0429,2,15,21,38,"23.22",NA,"Southeast"
"1591","29-2031","Cardiovascular Technologists and Technicians","181",191,10,0.0552,1,5,8,14,"28.5",NA,"Southeast"
"1592","29-2032","Diagnostic Medical Sonographers","184",212,28,0.1522,3,5,8,16,"29.11",NA,"Southeast"
"1593","29-2034","Radiologic Technologists","498",527,29,0.0582,3,14,22,39,"22.99",NA,"Southeast"
"1594","29-2040","Emergency Medical Technicians and Paramedics","1049",1132,83,0.0791,8,20,50,78,"17.760000000000002","^","Southeast"
"1595","29-2052","Pharmacy Technicians","1216",1236,20,0.0164,2,34,53,89,"14.07",NA,"Southeast"
"1596","29-2055","Surgical Technologists","320",348,28,0.0875,3,9,14,26,"22.06",NA,"Southeast"
"1597","29-2061","Licensed Practical and Licensed Vocational Nurses","3996",4147,151,0.0378,15,137,170,322,"22.15",NA,"Southeast"
"1598","29-2081","Opticians, Dispensing","252",259,7,0.0278,1,11,9,21,"20.79",NA,"Southeast"
"1599","29-2098","Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other","1012",1054,42,0.0415,4,28,44,76,"22.55","^^^","Southeast"
"1600","31-0000","Healthcare Support Occupations","17455",19734,2279,0.1306,228,1104,1138,2470,"13.67",NA,"Southeast"
"1601","31-1120","Home Health and Personal Care Aides","7980",9904,1924,0.2411,192,572,506,1270,"11.15",NA,"Southeast"
"1602","31-1131","Nursing Assistants","4979",4824,-155,-0.0311,-16,314,278,576,"13.88",NA,"Southeast"
"1603","31-2011","Occupational Therapy Assistants","268",325,57,0.2127,6,15,22,43,"28.55",NA,"Southeast"
"1604","31-2021","Physical Therapist Assistants","444",566,122,0.2748,12,22,38,72,"28.9",NA,"Southeast"
"1605","31-9011","Massage Therapists","207",250,43,0.2077,4,13,12,29,"18.47",NA,"Southeast"
"1606","31-9091","Dental Assistants","614",627,13,0.0212,1,28,44,73,"17.79",NA,"Southeast"
"1607","31-9092","Medical Assistants","1669",1922,253,0.1516,25,74,134,233,"14.47",NA,"Southeast"
"1608","31-9095","Pharmacy Aides","109",83,-26,-0.2385,-3,5,7,9,"13.08",NA,"Southeast"
"1609","31-9096","Veterinary Assistants and Laboratory Animal Caretakers","335",352,17,0.0507,2,17,38,57,"13.36",NA,"Southeast"
"1610","31-9097","Phlebotomists","345",368,23,0.0667,2,15,26,43,"14.34",NA,"Southeast"
"1611","31-9099","Healthcare Support Workers, All Other","155",154,-1,-0.0065,0,9,10,19,"14.34",NA,"Southeast"
"1612","33-0000","Protective Service Occupations","6961",6877,-84,-0.0121,-8,261,396,649,"22.81",NA,"Southeast"
"1613","33-1012","First-Line Supervisors of Police and Detectives","169",174,5,0.0296,0,4,7,11,"37.340000000000003",NA,"Southeast"
"1614","33-1021","First-Line Supervisors of Fire Fighting and Prevention Workers","102",107,5,0.049,0,2,4,6,"29.09",NA,"Southeast"
"1615","33-2011","Firefighters","1073",1141,68,0.0634,7,24,57,88,"22.19",NA,"Southeast"
"1616","33-3012","Correctional Officers and Jailers","2219",1946,-273,-0.123,-27,78,113,164,"22.81",NA,"Southeast"
"1617","33-3051","Police and Sheriff's Patrol Officers","1795",1854,59,0.0329,6,46,93,145,"28.86",NA,"Southeast"
"1618","33-9032","Security Guards","893",930,37,0.0414,4,48,71,123,"13.76",NA,"Southeast"
"1619","33-9092","Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","107",117,10,0.0935,1,15,12,28,"10.39",NA,"Southeast"
"1620","33-9098","School Bus Monitors and Protective Service Workers, All Other","134",138,4,0.0299,0,19,15,34,"15.11","^^^","Southeast"
"1621","35-0000","Food Preparation and Serving Related Occupations","29427",32677,3250,0.1104,325,2435,3157,5917,"10.6",NA,"Southeast"
"1622","35-1012","First-Line Supervisors of Food Preparation and Serving Workers","2629",3035,406,0.1544,41,126,289,456,"14.39",NA,"Southeast"
"1623","35-2011","Cooks, Fast Food","870",811,-59,-0.0678,-6,50,72,116,"10.42",NA,"Southeast"
"1624","35-2012","Cooks, Institution and Cafeteria","2176",2145,-31,-0.0142,-3,127,185,309,"13.57",NA,"Southeast"
"1625","35-2014","Cooks, Restaurant","2096",2950,854,0.4074,85,148,216,449,"13.18",NA,"Southeast"
"1626","35-2015","Cooks, Short Order","197",217,20,0.1015,2,12,18,32,"11.31",NA,"Southeast"
"1627","35-2021","Food Preparation Workers","1959",2043,84,0.0429,8,157,184,349,"10.42",NA,"Southeast"
"1628","35-3011","Bartenders","808",945,137,0.1696,14,40,106,160,"9.9700000000000006",NA,"Southeast"
"1629","35-3023","Fast Food and Counter Workers","12076",13094,1018,0.0843,102,1220,1330,2652,"10.26",NA,"Southeast"
"1630","35-3031","Waiters and Waitresses","3957",4479,522,0.1319,52,310,504,866,"9.68",NA,"Southeast"
"1631","35-3041","Food Servers, Nonrestaurant","717",712,-5,-0.007,0,56,56,112,"11.09",NA,"Southeast"
"1632","35-9011","Dining Room and Cafeteria Attendants and Bartender Helpers","239",295,56,0.2343,6,23,23,52,"10.72",NA,"Southeast"
"1633","35-9021","Dishwashers","621",703,82,0.132,8,50,55,113,"10.42",NA,"Southeast"
"1634","35-9031","Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","613",717,104,0.1697,10,79,75,164,"10.34",NA,"Southeast"
"1635","35-9099","Food Preparation and Serving Related Workers, All Other","313",377,64,0.2045,6,30,30,66,"10.26",NA,"Southeast"
"1636","37-0000","Building and Grounds Cleaning and Maintenance Occupations","11000",11465,465,0.0423,46,642,821,1509,"13.95",NA,"Southeast"
"1637","37-1011","First-Line Supervisors of Housekeeping and Janitorial Workers","383",384,1,0.0026,0,16,26,42,"18.64",NA,"Southeast"
"1638","37-1012","First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","174",177,3,0.0172,0,5,13,18,"23.33",NA,"Southeast"
"1639","37-2011","Janitors and Cleaners, Except Maids and Housekeeping Cleaners","4812",4975,163,0.0339,16,305,343,664,"14.3",NA,"Southeast"
"1640","37-2012","Maids and Housekeeping Cleaners","2645",2739,94,0.0355,9,183,173,365,"11.15",NA,"Southeast"
"1641","37-3011","Landscaping and Groundskeeping Workers","2875",3073,198,0.0689,20,128,255,403,"14.3",NA,"Southeast"
"1642","39-0000","Personal Care and Service Occupations","6227",6462,235,0.0377,24,391,494,909,"12.8",NA,"Southeast"
"1643","39-1098","First-Line Supervisors of Personal Service & Entertainment and Recreation Workers, Exc Gambling Services","283",311,28,0.0989,3,11,21,35,"21.67","^^^","Southeast"
"1644","39-3091","Amusement and Recreation Attendants","393",453,60,0.1527,6,41,47,94,"10.38",NA,"Southeast"
"1645","39-4021","Funeral Attendants","332",334,2,0.006,0,19,25,44,"13.85",NA,"Southeast"
"1646","39-5012","Hairdressers, Hairstylists, and Cosmetologists","1354",1264,-90,-0.0665,-9,69,73,133,"10.99",NA,"Southeast"
"1647","39-9011","Childcare Workers","1298",1286,-12,-0.0092,-1,87,90,176,"10.97",NA,"Southeast"
"1648","39-9032","Recreation Workers","880",907,27,0.0307,3,52,85,140,"13.52",NA,"Southeast"
"1649","41-0000","Sales and Related Occupations","30773",29126,-1647,-0.0535,-165,1724,2464,4023,"13.02",NA,"Southeast"
"1650","41-1011","First-Line Supervisors of Retail Sales Workers","3439",3169,-270,-0.0785,-27,117,229,319,"17.82",NA,"Southeast"
"1651","41-1012","First-Line Supervisors of Non-Retail Sales Workers","381",352,-29,-0.0761,-3,11,22,30,"35.04",NA,"Southeast"
"1652","41-2011","Cashiers","10405",9227,-1178,-0.1132,-118,835,940,1657,"10.69",NA,"Southeast"
"1653","41-2022","Parts Salespersons","837",857,20,0.0239,2,36,65,103,"14.04",NA,"Southeast"
"1654","41-2031","Retail Salespersons","8960",8771,-189,-0.0211,-19,496,732,1209,"11.6",NA,"Southeast"
"1655","41-3011","Advertising Sales Agents","155",141,-14,-0.0903,-1,4,14,17,"16.34",NA,"Southeast"
"1656","41-3021","Insurance Sales Agents","937",920,-17,-0.0181,-2,31,52,81,"18.440000000000001",NA,"Southeast"
"1657","41-3031","Securities, Commodities, and Financial Services Sales Agents","391",407,16,0.0409,2,9,25,36,"22.82",NA,"Southeast"
"1658","41-3091","Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel","955",1040,85,0.089,8,25,88,121,"23.18",NA,"Southeast"
